transaction_id,customer_id,timestamp,event_type,properties,environment_type
8f76a62e285745a7b4d36ebdac55c1f0,Q6QFZ6S6,2024-03-28 02:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-2, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=81.1751033346607, prj_id=project-2, region_id=ca-west-1, organization_name=org-2}",SANDBOX
8eded457eae346e5bc319e6f2e0bf650,Q6QFZ6S6,2024-03-28 02:59:00.544000 UTC,irs_tax_id_verification,"{username=mjordan@abccorp.com, status=match-found}",SANDBOX
2b317deb84874e7887ff567f95c6e4c1,Q6QFZ6S6,2024-03-28 02:59:00.544000 UTC,address_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
c6c7b597efc54175b0781cc0215cee9c,Q6QFZ6S6,2024-03-28 02:59:00.544000 UTC,identity_check,"{username=smarx@abccorp.com, status=success}",SANDBOX
14a39ee8cdeb4579a5cee686dd05349b,Q6QFZ6S6,2024-03-28 02:59:00.544000 UTC,name_verification,"{username=mjordan@abccorp.com, status=match-found}",SANDBOX
55465afdc7374850b37891a7f421212d,5O9CTU3A,2024-03-13 07:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=60.31278440050628, prj_id=project-1, region_id=westeurope, organization_name=org-2}",SANDBOX
02d8f094c2f747949e75c0072afb87a9,5O9CTU3A,2024-03-13 08:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=3.579229371711312, prj_id=project-2, region_id=westeurope, organization_name=org-1}",SANDBOX
720522b463ae4a439459e87756e52aab,5O9CTU3A,2024-03-13 09:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=16.353241463414147, prj_id=project-1, region_id=westus2, organization_name=org-2}",SANDBOX
54a1bd9179674feda93a069ed6532028,5O9CTU3A,2024-03-13 10:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=74.91128961945289, prj_id=project-1, region_id=ca-west-1, organization_name=org-2}",SANDBOX
bcc8fd1697164706bc8960bf08d2df70,5O9CTU3A,2024-03-13 11:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=51.88270518065241, prj_id=project-2, region_id=ca-west-1, organization_name=org-1}",SANDBOX
6a60a8addf44447f80dfa545401f06d7,5O9CTU3A,2024-03-13 12:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=14.511661172258494, prj_id=project-2, region_id=westus2, organization_name=org-2}",SANDBOX
78dd6bcf1e714af9ac70af13bbfaef19,5O9CTU3A,2024-03-13 13:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=9.361578415801663, prj_id=project-1, region_id=westus2, organization_name=org-1}",SANDBOX
364aa60ddda64ecab85edab6421213e5,5O9CTU3A,2024-03-13 14:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=60.88234643485344, prj_id=project-2, region_id=ca-west-1, organization_name=org-1}",SANDBOX
f83f99b312db43519264a1ad9417c8e0,Q6QFZ6S6,2024-03-28 03:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=0.862874504262523, prj_id=project-1, region_id=westeurope, organization_name=org-1}",SANDBOX
648fb0271686403e93841673ddef66ad,Q6QFZ6S6,2024-03-28 03:59:00.544000 UTC,name_verification,"{username=bill@abccorp.com, status=match-found}",SANDBOX
83aa63c6c2a64838a657e97a2354ee32,Q6QFZ6S6,2024-03-28 03:59:00.544000 UTC,irs_tax_id_verification,"{username=kevin@abccorp.com, status=match-not-found}",SANDBOX
fd488d28160f48ca9a990c9a89e69baf,Q6QFZ6S6,2024-03-28 03:59:00.544000 UTC,identity_check,"{username=ben@abccorp.com, status=success}",SANDBOX
21c257f4b12e4c88b1f8ef6bb22affb7,Q6QFZ6S6,2024-03-28 03:59:00.544000 UTC,address_verification,"{username=smarx@abccorp.com, status=match-found}",SANDBOX
f85ffc680f7e4f1a96524322c0d14eb7,Q6QFZ6S6,2024-03-28 04:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=1.931278462572028, prj_id=project-1, region_id=ca-west-1, organization_name=org-2}",SANDBOX
e67c461149d644879115aebff7efa7b8,Q6QFZ6S6,2024-03-28 04:59:00.544000 UTC,identity_check,"{username=smarx@abccorp.com, status=failed}",SANDBOX
836440dbced34eb992121793d9591f27,Q6QFZ6S6,2024-03-28 04:59:00.544000 UTC,address_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
51ab85d4cada48518917e2d0b1fd0a9b,Q6QFZ6S6,2024-03-28 04:59:00.544000 UTC,name_verification,"{username=mjordan@abccorp.com, status=match-found}",SANDBOX
7f9aa2378d5a4c36a5ebb70f871b6351,Q6QFZ6S6,2024-03-28 04:59:00.544000 UTC,irs_tax_id_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
2db079d76e8f4e98ae2ed3b355734d4e,Q6QFZ6S6,2024-03-28 05:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=47.09190906366227, prj_id=project-1, region_id=westeurope, organization_name=org-2}",SANDBOX
9f236bad1cc942d8b068e1f8865b276a,Q6QFZ6S6,2024-03-28 05:59:00.544000 UTC,address_verification,"{username=smarx@abccorp.com, status=match-not-found}",SANDBOX
e5eabb50923f4c7b9100f4d2787a0684,Q6QFZ6S6,2024-03-28 05:59:00.544000 UTC,identity_check,"{username=kevin@abccorp.com, status=failed}",SANDBOX
e9dba8fb75a74f5c8ab96c56e2b5b4e0,Q6QFZ6S6,2024-03-28 05:59:00.544000 UTC,irs_tax_id_verification,"{username=ben@abccorp.com, status=match-found}",SANDBOX
48fcf5fe2eca4467b0c2ae9790d8d20d,Q6QFZ6S6,2024-03-28 05:59:00.544000 UTC,name_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
dabf00499a374e0fbbddd59060adf9e3,Q6QFZ6S6,2024-03-28 06:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=24.60967757893846, prj_id=project-2, region_id=ca-west-1, organization_name=org-2}",SANDBOX
10fb496104e641c28f806c320944dff1,8Z0GOX9B,2024-03-20 07:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=22, provider=aws, cpu_hours=14, os_version=7.1, instanceType=c5.12xlarge, nodeCount=4, clusterid=8b35-4bd5-9ce4, source=instance789.nvidia.com, region=us-east-1, storage_gb-hours=6049.5}",SANDBOX
67719512bb6c480dae16e62748892898,8Z0GOX9B,2024-03-20 08:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=67, provider=aws, cpu_hours=29, os_version=7.1, instanceType=m5.4xlarge, nodeCount=4, clusterid=8b35-4bd5-9ce4, source=instance123.nvidia.com, region=ca-central-1, storage_gb-hours=4519.5}",SANDBOX
78a6c3a659c542e9b02a5ab48d2ea8bd,8Z0GOX9B,2024-03-20 09:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=2, provider=aws, cpu_hours=60, os_version=7.1, instanceType=c5.4xlarge, nodeCount=4, clusterid=8b35-4bd5-9ce4, source=instance123.nvidia.com, region=us-east-1, storage_gb-hours=56}",SANDBOX
bdfabad56620490b832ab480f1ac1164,8Z0GOX9B,2024-03-20 10:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=91, provider=aws, cpu_hours=71, os_version=7.1, instanceType=r5.2xlarge, nodeCount=3, clusterid=200a-4fea-8d3b, source=instance123.nvidia.com, region=us-east-1, storage_gb-hours=4472}",SANDBOX
9a8f693b913042a79f666e4cdda39b03,8Z0GOX9B,2024-03-20 11:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=91, provider=aws, cpu_hours=6, os_version=7.1, instanceType=r5.12xlarge, nodeCount=4, clusterid=200a-4fea-8d3b, source=instance123.nvidia.com, region=us-east-2, storage_gb-hours=5997}",SANDBOX
86c30993cdc44931b3d037541c89ff69,8Z0GOX9B,2024-03-20 12:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=64, provider=aws, cpu_hours=49, os_version=7.1, instanceType=c5.9xlarge, nodeCount=3, clusterid=8b35-4bd5-9ce4, source=instance789.nvidia.com, region=ca-central-1, storage_gb-hours=2484.5}",SANDBOX
bd788d8e0af346458844a4a6af17c7e5,8Z0GOX9B,2024-03-20 13:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=60, provider=aws, cpu_hours=95, os_version=7.1, instanceType=m5.xlarge, nodeCount=3, clusterid=8b35-4bd5-9ce4, source=instance789.nvidia.com, region=ca-central-1, storage_gb-hours=6950.25}",SANDBOX
77ffa192f1e44f30896256472d0413e5,8Z0GOX9B,2024-03-20 14:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=61, provider=aws, cpu_hours=4, os_version=7.1, instanceType=m5.8xlarge, nodeCount=4, clusterid=8b35-4bd5-9ce4, source=instance123.nvidia.com, region=ca-central-1, storage_gb-hours=5092.5}",SANDBOX
b2f37daae9ce40a4ae0dd27968a07c52,5O9CTU3A,2024-03-13 15:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=12.945530348017087, prj_id=project-2, region_id=westus2, organization_name=org-2}",SANDBOX
d217d23a5ab547678e090e35461410e8,5O9CTU3A,2024-03-13 16:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=33.316149980879096, prj_id=project-1, region_id=westus2, organization_name=org-1}",SANDBOX
eab1bcc6dc7248efb15a1af53cd611ce,5O9CTU3A,2024-03-13 17:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=28.291307539363032, prj_id=project-1, region_id=ca-west-1, organization_name=org-2}",SANDBOX
c4ba505094df4ca397a94337dd8784fa,5O9CTU3A,2024-03-13 18:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=98.2566274600885, prj_id=project-2, region_id=ca-west-1, organization_name=org-1}",SANDBOX
70f7832cb55949ae9d37bce21e21a83b,5O9CTU3A,2024-03-13 19:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=79.40488571613812, prj_id=project-1, region_id=ca-west-1, organization_name=org-1}",SANDBOX
6639790f37b7485c9e99053c896c24e5,5O9CTU3A,2024-03-13 20:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=9.254566732737535, prj_id=project-1, region_id=westeurope, organization_name=org-2}",SANDBOX
22e62c9ead2d4f9bb6fa49cb6523261f,5O9CTU3A,2024-03-13 21:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=10.446972271876554, prj_id=project-1, region_id=ca-west-1, organization_name=org-2}",SANDBOX
2de23ddf96764b99a185219d5851753f,5O9CTU3A,2024-03-13 22:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=29.597144949133003, prj_id=project-2, region_id=westus2, organization_name=org-1}",SANDBOX
579a2d45801a45cd996264c7a71f2cd8,5O9CTU3A,2024-03-13 23:57:44.673000 UTC,infra-usage,"{cluster_name=cluster-2, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=94.02555424201832, prj_id=project-2, region_id=ca-west-1, organization_name=org-2}",SANDBOX
c5247dda382e40669757e17cdd44d991,8Z0GOX9B,2024-03-20 15:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=96, provider=aws, cpu_hours=58, os_version=7.1, instanceType=r5.xlarge, nodeCount=4, clusterid=8b35-4bd5-9ce4, source=instance123.nvidia.com, region=us-east-2, storage_gb-hours=3546}",SANDBOX
04e4882f157d4d39b8981c01d77ecaf4,8Z0GOX9B,2024-03-20 16:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=33, provider=aws, cpu_hours=90, os_version=7.1, instanceType=r5.8xlarge, nodeCount=3, clusterid=200a-4fea-8d3b, source=instance123.nvidia.com, region=us-east-1, storage_gb-hours=11591.25}",SANDBOX
e86b8de712044e22ab7d81c72217c980,8Z0GOX9B,2024-03-20 17:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=49, provider=aws, cpu_hours=10, os_version=7.1, instanceType=r5.12xlarge, nodeCount=3, clusterid=200a-4fea-8d3b, source=instance456.nvidia.com, region=ca-central-1, storage_gb-hours=5405}",SANDBOX
b24c67de520844bc8cae4c3aea0bc792,8Z0GOX9B,2024-03-20 18:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=46, provider=aws, cpu_hours=94, os_version=7.1, instanceType=m5.16xlarge, nodeCount=3, clusterid=200a-4fea-8d3b, source=instance456.nvidia.com, region=us-east-2, storage_gb-hours=10565}",SANDBOX
bf59687313c44652a310be94d95fd0b6,8Z0GOX9B,2024-03-20 19:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=11, provider=aws, cpu_hours=88, os_version=7.1, instanceType=m5.xlarge, nodeCount=3, clusterid=8b35-4bd5-9ce4, source=instance789.nvidia.com, region=us-west-2, storage_gb-hours=7889}",SANDBOX
2cb5348fd14e4d22850041049c58c420,8Z0GOX9B,2024-03-20 20:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=23, provider=aws, cpu_hours=37, os_version=7.1, instanceType=m5.12xlarge, nodeCount=3, clusterid=200a-4fea-8d3b, source=instance789.nvidia.com, region=ca-central-1, storage_gb-hours=3088.5}",SANDBOX
349c33aceca74f10a7c3fa8a07164a2a,8Z0GOX9B,2024-03-20 21:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=12, provider=aws, cpu_hours=55, os_version=7.1, instanceType=m5.12xlarge, nodeCount=3, clusterid=8b35-4bd5-9ce4, source=instance123.nvidia.com, region=us-east-1, storage_gb-hours=4195.5}",SANDBOX
c3ea0584283c4e8aab991ba1fbbbe7a5,8Z0GOX9B,2024-03-20 22:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=42, provider=aws, cpu_hours=37, os_version=7.1, instanceType=c5.2xlarge, nodeCount=4, clusterid=200a-4fea-8d3b, source=instance789.nvidia.com, region=us-west-2, storage_gb-hours=1774}",SANDBOX
3cb49013598d432ba21f16e32252f7d4,8Z0GOX9B,2024-03-20 23:01:25.602000 UTC,usage_events,"{event_type_version=1.1, gpu_hours=96, provider=aws, cpu_hours=21, os_version=7.1, instanceType=r5.4xlarge, nodeCount=4, clusterid=8b35-4bd5-9ce4, source=instance123.nvidia.com, region=us-west-2, storage_gb-hours=2545}",SANDBOX
968854555bdd4d459a073b96e819f2b9,Q6QFZ6S6,2024-03-28 06:59:00.544000 UTC,name_verification,"{username=smarx@abccorp.com, status=match-found}",SANDBOX
060a11aa2f3b4168937c14f4e29d78e9,Q6QFZ6S6,2024-03-28 06:59:00.544000 UTC,address_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
e65c22a9c7bc49d6bac874427cb158da,Q6QFZ6S6,2024-03-28 06:59:00.544000 UTC,identity_check,"{username=kevin@abccorp.com, status=success}",SANDBOX
0d6132af9bac425f9834043e09f26491,Q6QFZ6S6,2024-03-28 06:59:00.544000 UTC,irs_tax_id_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
80e81ed4bfff4688b2db134b0fb7a4a6,Q6QFZ6S6,2024-03-28 07:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=6.677149414483541, prj_id=project-2, region_id=ca-west-1, organization_name=org-2}",SANDBOX
8a782148d4af44ac8cf0c3b9c8e8a0be,Q6QFZ6S6,2024-03-28 07:59:00.544000 UTC,irs_tax_id_verification,"{username=bill@abccorp.com, status=match-found}",SANDBOX
2104a4b4aa0d4d11a0b592f886eaca3a,Q6QFZ6S6,2024-03-28 07:59:00.544000 UTC,address_verification,"{username=ben@abccorp.com, status=match-found}",SANDBOX
e9e482c499774564a13d523deab59cab,Q6QFZ6S6,2024-03-28 07:59:00.544000 UTC,name_verification,"{username=smarx@abccorp.com, status=match-not-found}",SANDBOX
a43a03185b914fccbd230cc6173217ee,Q6QFZ6S6,2024-03-28 07:59:00.544000 UTC,identity_check,"{username=smarx@abccorp.com, status=success}",SANDBOX
cd5fad686e764b2fb1fca98346ecb534,Q6QFZ6S6,2024-03-28 08:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-1, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=59.05217414119402, prj_id=project-2, region_id=ca-west-1, organization_name=org-2}",SANDBOX
e8e8e026082545c7bc881a4c9c6032bd,Q6QFZ6S6,2024-03-28 08:59:00.544000 UTC,address_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
7bae7d285f4340569d24790f3cf59b07,Q6QFZ6S6,2024-03-28 08:59:00.544000 UTC,name_verification,"{username=smarx@abccorp.com, status=match-found}",SANDBOX
2ec69efa4cd14ff7b5bac3dadff1b06f,Q6QFZ6S6,2024-03-28 08:59:00.544000 UTC,irs_tax_id_verification,"{username=bill@abccorp.com, status=match-found}",SANDBOX
a35255b1ce1e4436bbab485caf0d855f,Q6QFZ6S6,2024-03-28 08:59:00.544000 UTC,identity_check,"{username=smarx@abccorp.com, status=success}",SANDBOX
7ce4c6c53dbb43b092f5105b8d8ed151,Q6QFZ6S6,2024-03-28 09:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-2, csp=aws, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=81.74498714023734, prj_id=project-1, region_id=ca-west-1, organization_name=org-1}",SANDBOX
ab5c2b8e0748451d85aeb7c28936c585,Q6QFZ6S6,2024-03-28 09:59:00.544000 UTC,address_verification,"{username=ben@abccorp.com, status=match-found}",SANDBOX
5fd482c2bd6a41289af9a3d3311b0d11,Q6QFZ6S6,2024-03-28 09:59:00.544000 UTC,irs_tax_id_verification,"{username=smarx@abccorp.com, status=match-found}",SANDBOX
4ed4e863ea5345768e4f2b4316a7fb75,Q6QFZ6S6,2024-03-28 09:59:00.544000 UTC,identity_check,"{username=ben@abccorp.com, status=success}",SANDBOX
e51ba119910b4c5fb237b9777454ee6a,Q6QFZ6S6,2024-03-28 09:59:00.544000 UTC,name_verification,"{username=mjordan@abccorp.com, status=match-not-found}",SANDBOX
3f8f7a32fe264bb7b55f84ec2a418de4,Q6QFZ6S6,2024-03-28 10:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-1, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-2, quantity=45.902348558429495, prj_id=project-2, region_id=westeurope, organization_name=org-2}",SANDBOX
794f4ed2f92d4f4bb4ce9675d2d9422c,Q6QFZ6S6,2024-03-28 10:59:00.544000 UTC,identity_check,"{username=kevin@abccorp.com, status=success}",SANDBOX
6207dc85df7e42c5bf7f16e1f59ff365,Q6QFZ6S6,2024-03-28 10:59:00.544000 UTC,irs_tax_id_verification,"{username=kevin@abccorp.com, status=match-found}",SANDBOX
33bfd125d5e64329a98f553e310d86d6,Q6QFZ6S6,2024-03-28 10:59:00.544000 UTC,address_verification,"{username=bill@abccorp.com, status=match-not-found}",SANDBOX
685423737c9c4a5eb40487006ee64776,Q6QFZ6S6,2024-03-28 10:59:00.544000 UTC,name_verification,"{username=bill@abccorp.com, status=match-found}",SANDBOX
3aeb36cc5f0047fd9d7f7f67a583d25c,Q6QFZ6S6,2024-03-28 11:58:02.687000 UTC,infra-usage,"{cluster_name=cluster-2, csp=azure, unit=vCPU-hour, cluster_id=cluster-id-1, quantity=30.35386955584689, prj_id=project-2, region_id=westus2, organization_name=org-1}",SANDBOX
e6059641b1df4e5db4c6b9e18e95a1b1,Q6QFZ6S6,2024-03-28 11:59:00.544000 UTC,identity_check,"{username=bill@abccorp.com, status=success}",SANDBOX
badcb7a5da3940aeb875abe458a34566,Q6QFZ6S6,2024-03-28 11:59:00.544000 UTC,irs_tax_id_verification,"{username=smarx@abccorp.com, status=match-found}",SANDBOX
